"","lon","lat"
"196",-122.55391,47.856706
"197",-122.553536,47.856703
"198",-122.552525,47.856727
"199",-122.552415,47.860671
"200",-122.552377,47.861999
"201",-122.552374,47.862202
"202",-122.552372,47.862378
"203",-122.552284,47.862379
"204",-122.552252,47.86282
"205",-122.552313,47.864492
"206",-122.552069,47.867708
"207",-122.553936,47.867708
"208",-122.561259,47.867711
"209",-122.562923,47.867708
"210",-122.57065,47.86775
"211",-122.572295,47.867721
"212",-122.572358,47.867476
"213",-122.572499,47.866779
"214",-122.572615,47.866298
"215",-122.572844,47.865665
"216",-122.572916,47.865224
"217",-122.572918,47.864941
"218",-122.572874,47.864774
"219",-122.57272,47.864409
"220",-122.572727,47.863577
"221",-122.572824,47.862718
"222",-122.573164,47.862404
"223",-122.573346,47.862027
"224",-122.573369,47.861897
"225",-122.573354,47.86115
"226",-122.573364,47.859895
"227",-122.573396,47.858568
"228",-122.573581,47.857979
"229",-122.57366706,47.85772394
"230",-122.57331985,47.86770413
"231",-122.573098,47.874081
"232",-122.586339,47.902023
"233",-122.588235,47.912923
"234",-122.595154,47.917799
"235",-122.596228,47.92021
"236",-122.605236,47.922321
"237",-122.606935,47.923369
"238",-122.617868,47.92528
"239",-122.615491,47.927829
"240",-122.616204,47.930058
"241",-122.620316,47.931553
"242",-122.617022,47.938987
"243",-122.611956,47.940772
"244",-122.603861,47.940478
"245",-122.601507,47.931726
"246",-122.598494,47.927343
"247",-122.592184,47.922519
"248",-122.581846,47.920282
"249",-122.562662,47.920294
"250",-122.549072,47.919072
"251",-122.540107,47.913651
"252",-122.532333,47.91209
"253",-122.52744522,47.91226167
"254",-122.525329,47.912336
"255",-122.527593,47.905882
"256",-122.526124,47.89995
"257",-122.512575,47.881786
"258",-122.511815,47.877634
"259",-122.514457,47.865965
"260",-122.512778,47.863879
"261",-122.51266144,47.86331658
"262",-122.511927,47.859773
"263",-122.507863,47.855033
"264",-122.508171,47.852199
"265",-122.505865,47.848999
"266",-122.506634,47.841437
"267",-122.506122,47.831745
"268",-122.50510706,47.83035199
"269",-122.502224,47.826395
"270",-122.48742205,47.81821503
"271",-122.482529,47.815511
"272",-122.482437,47.809255
"273",-122.485214,47.804128
"274",-122.495346,47.79704
"275",-122.50056282,47.79534497
"276",-122.501643,47.794994
"277",-122.50178899,47.79233851
"278",-122.50188,47.790683
"279",-122.495458,47.786692
"280",-122.48918,47.783208
"281",-122.483549,47.781865
"282",-122.48282389,47.78035495
"283",-122.482252,47.779164
"284",-122.483061,47.77712
"285",-122.480894,47.774145
"286",-122.47835,47.771198
"287",-122.478086,47.76904
"288",-122.471402,47.765965
"289",-122.470333,47.757109
"290",-122.472646,47.752824
"291",-122.471844,47.749819
"292",-122.477344,47.746019
"293",-122.488491,47.743605
"294",-122.496884,47.744987
"295",-122.503312,47.743168
"296",-122.507638,47.74304
"297",-122.515193,47.743911
"298",-122.51519739,47.74391345
"299",-122.519325,47.74622
